"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_id","symbol"
4982.52501607921,-0.191154221664977,0.115178404336588,-1.65963596010901,0.096987709565633,0.13846048388281,"ENSG00000000003","TSPAN6"
3.37744171424135,-0.973415907877574,0.36498305154121,-2.66701673890648,0.00765278602170481,0.0144493346130955,"ENSG00000000005","TNMD"
1208.06639380257,0.0193704172533247,0.0667566512304814,0.2901646037703,0.771690313927276,0.813936583547261,"ENSG00000000419","DPM1"
538.738147034703,0.0609864465819137,0.0817099835848241,0.746376928574498,0.455439752201902,0.526213032109072,"ENSG00000000457","SCYL3"
253.240048101029,0.894440199678489,0.160497809767879,5.57291218473374,2.50515865758313e-08,1.18318256666469e-07,"ENSG00000000460","FIRRM"
244.143068183018,-0.869919386028156,0.159449858691825,-5.45575513936004,4.8765154771988e-08,2.20695554578281e-07,"ENSG00000000938","FGR"
62729.5095853619,-0.538805047021175,0.165710845889976,-3.25147725924298,0.00114806959489561,0.00257252919805646,"ENSG00000000971","CFH"
2821.79894405033,0.242973486710904,0.10801209853653,2.24950250946869,0.0244805433426849,0.0411835503858762,"ENSG00000001036","FUCA2"
4327.4155935574,-0.563768459649813,0.126882143324094,-4.44324508461197,8.86121291526903e-06,2.86700474448019e-05,"ENSG00000001084","GCLC"
868.953251837069,0.614277254676215,0.0979938578570474,6.26852813134796,3.64476783464372e-10,2.20932707379009e-09,"ENSG00000001167","NFYA"
173.500275323426,0.599380174275865,0.116708760008995,5.1356913930854,2.81108626758161e-07,1.13772553225663e-06,"ENSG00000001460","STPG1"
435.854335749699,0.407945932539551,0.0911246291835269,4.47679113972513,7.57733126374901e-06,2.47670570399441e-05,"ENSG00000001461","NIPAL3"
1952.12401942006,0.451530714944587,0.0756161209220272,5.97135517451616,2.35290875898504e-09,1.27996067195232e-08,"ENSG00000001497","LAS1L"
763.994898474877,0.243354965502707,0.154853017214947,1.57152227240695,0.116061385130168,0.161857944855908,"ENSG00000001561","ENPP4"
899.823866391139,1.25178143221275,0.0969236122811699,12.9151339157831,3.69800128703138e-38,3.54172053698814e-36,"ENSG00000001617","SEMA3F"
229.14660432085,-1.7759404355817,0.452785168106537,-3.92225841453321,8.77228336530776e-05,0.000241323609155357,"ENSG00000001626","CFTR"
993.058641258292,0.148150390918157,0.100146002272477,1.47934403327523,0.139048389896169,0.189500387665465,"ENSG00000001629","ANKIB1"
194.372737415857,0.123185015688195,0.235539333182149,0.522991272939253,0.60098032638302,0.663224072153493,"ENSG00000001630","CYP51A1"
177.379360967567,0.273429044004999,0.069767019012943,3.91917338412112,8.88531805334733e-05,0.000244107989622269,"ENSG00000001631","KRIT1"
