"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_id","symbol"
1016.1657578812,1.74716530338854,0.129144223607735,13.5287917227751,1.05747462812099e-41,1.30865455664321e-39,"ENSG00000163517","HDAC11"
12424.6870273039,-1.68200394498654,0.177423868863657,-9.48014467139757,2.53930770354765e-21,5.45540664236463e-20,"ENSG00000120129","DUSP1"
349.051803959233,1.31458217503848,0.158845346547546,8.27586204827851,1.27529577870493e-16,1.66620494740879e-15,"ENSG00000147883","CDKN2B"
1855.52977359696,-1.15633298944641,0.142303042683523,-8.12584866521837,4.4424302683138e-16,5.48940841157908e-15,"ENSG00000143507","DUSP10"
1044.06279509435,-0.434934450238984,0.0648566357834928,-6.70609020934883,1.99908168299932e-11,1.42602886376648e-10,"ENSG00000107643","MAPK8"
11.1873380609804,-1.52707165617512,0.227926986316914,-6.69982822504328,2.08664677510569e-11,1.48336881977285e-10,"ENSG00000136634","IL10"
1308.52400015174,0.664551088811754,0.104640542587167,6.35079934011405,2.14198963488093e-10,1.33892587052091e-09,"ENSG00000141458","NPC1"
32.2755640398781,-1.92549683844008,0.321812880996948,-5.98328081982009,2.18687249880404e-09,1.19475266378114e-08,"ENSG00000136244","IL6"
2252.01172069186,-1.18210225415577,0.198300819886751,-5.96115666506504,2.5045869537609e-09,1.35777788558109e-08,"ENSG00000136997","MYC"
1909.87225953374,0.359164710936108,0.0626898619090408,5.72923117069924,1.00886832383409e-08,5.03094282464927e-08,"ENSG00000175387","SMAD2"
570.87814305748,-1.16185815543333,0.203377345128389,-5.71281995396227,1.11119227197011e-08,5.50275713837311e-08,"ENSG00000136826","KLF4"
1.02211691647662,1.9828369075124,0.427291125736388,4.64048230371086,3.47596943351905e-06,1.19402206073746e-05,"ENSG00000125571","IL37"
540.07580812605,-0.583767824008033,0.12601280898599,-4.63260702388546,3.61089559562704e-06,1.23728313046467e-05,"ENSG00000101665","SMAD7"
7316.12921755454,-0.719817968518715,0.167586650143528,-4.29519873988909,1.74536906909662e-05,5.38221976491746e-05,"ENSG00000124762","CDKN1A"
2131.20418745982,-0.284126643271733,0.0675664678920595,-4.20514275995066,2.60917411625797e-05,7.82965499495013e-05,"ENSG00000141646","SMAD4"
144.952628555749,-0.744644566940362,0.204947653789183,-3.63334028554594,0.000279775652871146,0.000702618159319633,"ENSG00000124216","SNAI1"
1425.94435139675,0.24876685152744,0.0686583985571343,3.62325449989091,0.000290919322285829,0.000728499905037391,"ENSG00000050748","MAPK9"
2159.99724536862,0.362171573151116,0.101043042228659,3.58432965954773,0.000337945031758085,0.000834579145281662,"ENSG00000166949","SMAD3"
3787.57960997396,-0.413494006079951,0.11817068752249,-3.49912499240776,0.000466787706789898,0.00112425099553552,"ENSG00000163513","TGFBR2"
18.0287630602209,-0.797132138305555,0.235340474264798,-3.38714426745246,0.000706242394697938,0.00164637090486872,"ENSG00000232810","TNF"
1651.1987814182,0.573259807740515,0.194996446590265,2.9398474575543,0.00328373866518536,0.00671003667130826,"ENSG00000105329","TGFB1"
24.3159987116555,0.654769925531496,0.228033161385572,2.87138029202855,0.00408683538160774,0.008181481620142,"ENSG00000168491","CCDC110"
238.583596419049,0.517157597144042,0.23696494770522,2.18242234622556,0.0290783765903176,0.0479828065969474,"ENSG00000120875","DUSP4"
592.693154303897,0.0871840908646613,0.0705307589559206,1.23611445779491,0.21641602148602,0.278306926984552,"ENSG00000135966","TGFBRAP1"
82.5493673157142,-0.241158405240452,0.230131553195418,-1.04791542877074,0.29467757310073,0.363026597457004,"ENSG00000109339","MAPK10"
1344.79978417208,0.0914030917056766,0.102097359518418,0.895254217511741,0.370651207911687,0.441860851167802,"ENSG00000106799","TGFBR1"
